path,area,kind,tracked_or_generated,referenced_by,last_signal,risk,recommended_action,confidence,verification_needed,notes
eatfitai-mobile/src/components/Collapsible.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/EmptyState.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ErrorBoundary.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ErrorState.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/FAB.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/FavoriteButton.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/FavoritesList.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/GradientBackground.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/Icon.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ListItem.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/Loading.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/MascotOverlay.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-18,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/Modal.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ProgressBar.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/RefreshControl.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/Screen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/SearchBar.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/SegmentedControl.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/Skeleton.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/SmartQuickActions.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/StatusIndicator.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/Swipeable.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/Tabs.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ThemedText.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ThemedTextInput.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/Tooltip.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/VoiceInput.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ai/AIExplanationCard.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ai/AiStatusBadge.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/auth/GoogleSignInButton.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/charts/MacroPieChart.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/gamification/StreakCard.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/home/QuickActionsOverlay.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/home/QuickAddHub.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/home/WelcomeHeader.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/index.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/navigation/CustomTabBar.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/profile/index.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/recipe/AddRecipeToDiarySheet.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/scan/IngredientBasketFab.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/scan/IngredientBasketSheet.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/scan/ScanFrameOverlay.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/skeletons/FoodSearchSkeleton.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/skeletons/HomeSkeleton.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/skeletons/MealDiarySkeleton.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/skeletons/ProfileSkeleton.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/skeletons/RecipeSkeleton.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/skeletons/StatsSkeleton.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/skeletons/index.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/stats/AnimatedCounter.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/stats/CalendarHeatmap.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/stats/InsightBubble.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/stats/StatsHeroCard.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/stats/TabSwitcher.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/stats/TrendChart.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/stats/index.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/AIResultEditModal.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/AiDetectionCard.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/AiSummaryBar.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/ui/AnimatedEmptyState.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/AppCard.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/AppChip.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/AppHeader.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/AppImage.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/AppStepper.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/AvatarDisplay.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/AvatarPicker.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/ui/BMIIndicator.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/CalorieRing.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/CircularProgress.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/EmptyState.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/ErrorScreen.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/FilterChip.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/ui/FoodEntryCard.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/ui/FoodPickerBottomSheet.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/GlassCard.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/GradientBackground.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/InsightsCard.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/LoadingOverlay.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/ui/MacroProgressCard.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/ui/MetricCard.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/ui/OptionSelector.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/ui/PressableScale.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/ui/QuickRating.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/ui/ScreenHeader.tsx,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/components/ui/SectionHeader.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/SelectionChip.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/SettingsMenuItem.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/SettingsSection.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/Skeleton.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/SmartAddSheet.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/TeachLabelBottomSheet.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/ui/Tilt3DCard.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/voice/VoiceButton.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/voice/VoiceResultCard.tsx,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/components/voice/index.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/config/automation.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/config/env.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/config/google.config.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/constants/designSystem.ts,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/hooks/useAiStatus.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/hooks/useDeviceTilt.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/hooks/useHaptics.ts,mobile,source,tracked,"No textual refs outside self found in the tracked repo; treat as a dead-component candidate, not confirmed dead.",mtime:2026-04-16,medium,VERIFY_FIRST,medium,"Search runtime, import, script, and doc ownership before deleting or moving.",Heuristic orphan candidate from no-ref scan; keep until owner confirms.
eatfitai-mobile/src/hooks/useListSkeleton.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/hooks/useSmartContext.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/hooks/useVoiceRecognition.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/i18n/vi.test.ts,mobile,test,tracked,Collected by jest via eatfitai-mobile/package.json and jest.config.js.,mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/i18n/vi.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/aiService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/analytics.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/apiClient.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/authSession.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-17,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/authTokens.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/diaryFlowService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/diaryService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/errorTracking.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
eatfitai-mobile/src/services/favoritesService.ts,mobile,source,tracked,"Tracked mobile source inside the active app tree referenced by App.tsx, routes, or downstream imports.",mtime:2026-04-16,low,KEEP_ACTIVE,high,None.,No extra cleanup note.
