candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,targeted_collection_lanes,decision_reason
banh_cuon,existing,False,banh_cuon,13062,15668,226,226,7,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Banh cuon|banh-cuon|banh_cuon,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
cao_lau,existing,False,cao_lau,12990,17177,221,221,7,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Cao lau|cao-lau|cao_lau,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
banh_cong,existing,False,banh_cong,674,674,221,221,3,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100|nguyentrongdai/vietnamese-foods-dataset,karos2504/100-vietnamese-food,banh-cong|banh_cong,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
goi_cuon,existing,False,goi_cuon,10955,16171,215,215,7,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Goi cuon|goi-cuon|goi_cuon,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
banh_beo,existing,False,banh_beo,10572,35672,214,214,6,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|lenguyentrung/vietnamese-food|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Banh beo|banh-beo|banh_beo,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
banh_canh,existing,False,banh_canh,13910,15956,210,210,7,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Banh canh|banh-canh|banh_canh,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
chao_long,existing,False,chao_long,14925,17153,207,207,7,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Chao long|chao-long|chao_long,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
banh_bot_loc,existing,False,banh_bot_loc,2874,2874,207,207,5,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|meowluvmatcha/vnfood-30-100|nguyentrongdai/vietnamese-foods-dataset|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Banh bot loc|banh-bot-loc|banh_bot_loc,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
hu_tieu,existing,False,hu_tieu,11765,13385,204,204,7,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Hu tieu|hu-tieu|hu_tieu,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
banh_khot,existing,False,banh_khot,9796,16013,203,203,8,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|nguyentrongdai/vietnamese-foods-dataset|phvngtngtm/foodlensvn|quandang/vietnamese-foods|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Banh khot|banh-khot|banh_khot,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
banh_chung,existing,False,banh_chung,7220,8604,200,200,6,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|lenguyentrung/vietnamese-food|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Banh chung|banh-chung|banh_chung,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
bun_mam,existing,False,bun_mam,11697,14031,199,199,7,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|quandang/vietnamese-foods|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Bun mam|bun-mam|bun_mam,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
banh_can,existing,False,banh_can,2630,2630,199,199,4,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Banh can|banh-can|banh_can,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
canh_chua,existing,False,canh_chua,3446,3446,197,197,5,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|lenguyentrung/vietnamese-food|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Canh chua|canh-chua|canh_chua,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
spring_onion,existing,False,green_onion,190,190,190,190,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,spring onion,segmentation_or_mask,,,base_taxonomy_class
bun_cha,existing,False,bun_cha,7405,9145,188,188,5,1,karos2504/100-vietnamese-food|kyoru4444/foodlensvn|meowluvmatcha/vnfood-30-100|phvngtngtm/foodlensvn|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Bun cha|bun-cha|bun_cha,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
bo_kho,existing,False,bo_kho,9324,9862,184,184,3,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Bo kho|bo-kho|bo_kho,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
bun_cha_ca,existing,False,bun_cha_ca,12629,14822,180,180,3,1,karos2504/100-vietnamese-food|meowluvmatcha/vnfood-30-100|thomasnguyen6868/vietfood68,karos2504/100-vietnamese-food,Bun cha ca|bun-cha-ca|bun_cha_ca,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
banh_duc,existing,False,banh_duc,2324,2324,169,169,4,1,karos2504/100-vietnamese-food|keno31/vietnaemese-food-dataset|meowluvmatcha/vnfood-30-100|quandang/vietnamese-foods,karos2504/100-vietnamese-food,Banh duc|banh-duc|banh_duc,classification_pseudo_box_review,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_DUPLICATE_CHECK|source_decision:HOLD_LICENSE,VIETNAMESE_DISH_EXPANSION,base_taxonomy_class
shrimp,existing,False,shrimp,144,144,144,144,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,shrimp,segmentation_or_mask,,,base_taxonomy_class
garlic,existing,False,garlic,183,183,138,138,3,2,awsaf49/food-recognition-2022-dataset|fontainenathan/foodseg103|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset|fontainenathan/foodseg103,garlic,segmentation_or_mask,source_decision:HOLD_LICENSE_OR_DUPLICATE,,base_taxonomy_class
cabbage,existing,False,cabbage,127,127,127,127,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,cabbage,segmentation_or_mask,,,base_taxonomy_class
leek,existing,False,leek,252,260,126,130,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,leek,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,base_taxonomy_class
beef,existing,False,beef,248,258,124,129,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,beef,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,base_taxonomy_class
lime,existing,False,lime,115,1134,115,1134,1,1,henningheyen/lvis-fruits-and-vegetables-dataset,henningheyen/lvis-fruits-and-vegetables-dataset,lime,yolo_detection,,,base_taxonomy_class
peas,existing,False,peas,218,218,109,109,2,1,awsaf49/food-recognition-2022-dataset|sainikhileshreddy/food-recognition-2022,awsaf49/food-recognition-2022-dataset,peas,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,,base_taxonomy_class
soup,existing,False,canh,89,89,89,89,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,soup,segmentation_or_mask,,,base_taxonomy_class
ginger,existing,False,ginger,31,31,31,31,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,ginger,segmentation_or_mask,,,base_taxonomy_class
crab,existing,False,crab,20,20,20,20,1,1,fontainenathan/foodseg103,fontainenathan/foodseg103,crab,segmentation_or_mask,,,base_taxonomy_class
ca,existing,False,fish,19967,24834,0,0,1,0,thomasnguyen6868/vietfood68,,Ca,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
com_chien_ga,existing,False,fried_rice,13817,15785,0,0,1,0,thomasnguyen6868/vietfood68,,Com chien ga,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
cha,existing,False,cha,13754,17939,0,0,1,0,thomasnguyen6868/vietfood68,,Cha,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
nom_hoa_chuoi,existing,False,nom_hoa_chuoi,12880,15301,0,0,1,0,thomasnguyen6868/vietfood68,,Nom hoa chuoi,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
xoi,existing,False,xoi,12851,16538,0,0,1,0,thomasnguyen6868/vietfood68,,Xoi,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
thit_ga,existing,False,chicken,12718,14887,0,0,1,0,thomasnguyen6868/vietfood68,,Thit ga,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
bun_dau,existing,False,bun_dau,12263,15699,0,0,1,0,thomasnguyen6868/vietfood68,,Bun dau,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
com_chien_duong_chau,existing,False,fried_rice,12119,15175,0,0,1,0,thomasnguyen6868/vietfood68,,Com chien duong chau,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
trung,existing,False,egg,12094,20447,0,0,1,0,thomasnguyen6868/vietfood68,,Trung,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
bun,existing,False,bun,11927,13235,0,0,1,0,thomasnguyen6868/vietfood68,,Bun,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
dua_leo,existing,False,cucumber,11309,16416,0,0,1,0,thomasnguyen6868/vietfood68,,Dua leo,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
nui_xao_bo,existing,False,nui_xao_bo,11168,12102,0,0,1,0,thomasnguyen6868/vietfood68,,Nui xao bo,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
muc,existing,False,squid,10650,11922,0,0,1,0,thomasnguyen6868/vietfood68,,Muc,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
oc,existing,False,oc,10413,18335,0,0,1,0,thomasnguyen6868/vietfood68,,Oc,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
tom,existing,False,shrimp,10136,14209,0,0,1,0,thomasnguyen6868/vietfood68,,Tom,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
chanh,existing,False,lime,9982,11584,0,0,1,0,thomasnguyen6868/vietfood68,,Chanh,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
heo_quay,existing,False,heo_quay,9934,12108,0,0,1,0,thomasnguyen6868/vietfood68,,Heo quay,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
thit_bo,existing,False,beef,9647,13169,0,0,1,0,thomasnguyen6868/vietfood68,,Thit bo,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
thit_heo,existing,False,pork,9451,11931,0,0,1,0,thomasnguyen6868/vietfood68,,Thit heo,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
cha_gio,existing,False,cha_gio,9207,11441,0,0,3,0,kyoru4444/foodlensvn|phvngtngtm/foodlensvn|thomasnguyen6868/vietfood68,,Cha gio|cha_gio,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0|source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,,base_taxonomy_class
khoai_tay_chien,existing,False,khoai_tay_chien,9057,10323,0,0,1,0,thomasnguyen6868/vietfood68,,Khoai tay chien,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
ca_chua,existing,False,tomato,8901,15608,0,0,1,0,thomasnguyen6868/vietfood68,,Ca chua,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
banh_trang,existing,False,banh_trang,8357,10371,0,0,1,0,thomasnguyen6868/vietfood68,,Banh trang,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
com,existing,False,rice,8208,9238,0,0,1,0,thomasnguyen6868/vietfood68,,Com,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
long_heo,existing,False,long_heo,8111,9377,0,0,1,0,thomasnguyen6868/vietfood68,,Long heo,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
thit_kho,existing,False,thit_kho,8053,8800,0,0,1,0,thomasnguyen6868/vietfood68,,Thit kho,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
canh,existing,False,canh,8005,8672,0,0,1,0,thomasnguyen6868/vietfood68,,Canh,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
ot_chuong,existing,False,chili,7578,16261,0,0,1,0,thomasnguyen6868/vietfood68,,Ot chuong,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
lau,existing,False,lau,7575,8518,0,0,1,0,thomasnguyen6868/vietfood68,,Lau,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
bo_la_lot,existing,False,bo_la_lot,7481,8102,0,0,2,0,meowluvmatcha/vnfood-30-100|thomasnguyen6868/vietfood68,,Bo la lot|bo-la-lot,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
thit_nuong,existing,False,thit_nuong,6917,7949,0,0,1,0,thomasnguyen6868/vietfood68,,Thit nuong,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
mi,existing,False,noodles,6729,7837,0,0,1,0,thomasnguyen6868/vietfood68,,Mi,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
nam,existing,False,mushroom,6563,8096,0,0,1,0,thomasnguyen6868/vietfood68,,Nam,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
dau_hu,existing,False,tofu,6308,8016,0,0,1,0,thomasnguyen6868/vietfood68,,Dau hu,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
banh_trang_tron,existing,False,banh_trang_tron,5772,8008,0,0,1,0,thomasnguyen6868/vietfood68,,Banh trang tron,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
cua,existing,False,crab,5433,6501,0,0,1,0,thomasnguyen6868/vietfood68,,Cua,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
bong_cai,existing,False,cauliflower,5125,8943,0,0,1,0,thomasnguyen6868/vietfood68,,Bong cai,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
cu_kieu,existing,False,green_onion,5091,5927,0,0,1,0,thomasnguyen6868/vietfood68,,Cu kieu,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
dua_chua,existing,False,dua_chua,4971,5528,0,0,1,0,thomasnguyen6868/vietfood68,,Dua chua,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
ca_phao,existing,False,eggplant,4329,6430,0,0,1,0,thomasnguyen6868/vietfood68,,Ca phao,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
ca_rot,existing,False,carrot,3940,6815,0,0,1,0,thomasnguyen6868/vietfood68,,Ca rot,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
kho_qua_thit,existing,False,bitter_melon_soup,3407,5331,0,0,1,0,thomasnguyen6868/vietfood68,,Kho qua thit,yolo_detection,private_or_noncommercial_license:cc-by-nc-sa-4.0,,base_taxonomy_class
fried_rice,existing,False,fried_rice,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,fried_rice,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,base_taxonomy_class
spring_rolls,existing,False,cha_gio,2000,2000,0,0,2,0,kmader/food41|shanemarvinmay/food-image-dataset,,spring_rolls,classification_pseudo_box_review,source_decision:HOLD_CLASSIFICATION_ONLY|source_decision:HOLD_DUPLICATE_ADAPTER_REQUIRED,,base_taxonomy_class
bot_chien,existing,False,bot_chien,120,552,0,0,2,0,kyoru4444/foodlensvn|phvngtngtm/foodlensvn,,bot_chien,vqa_dish_label_review,source_decision:HOLD_PROVENANCE_SAMPLE_ONLY,,base_taxonomy_class
