candidate_name,decision,append_to_taxonomy,existing_canonical_class,images,instances,eligible_images,eligible_instances,source_count,eligible_source_count,sources,eligible_sources,raw_labels,dominant_candidate_origin,hold_reasons,decision_reason
ham_raw,hold_more_data,False,,486,494,243,247,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,ham-raw,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
beer,hold_more_data,False,,480,552,240,276,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,beer,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
fried_meat,hold_more_data,False,,238,238,238,238,1,1,foodseg103,foodseg103,fried meat,segmentation_or_mask,,detection_below_accept_threshold
mozzarella,hold_more_data,False,,464,480,232,240,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,mozzarella,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
celery_stick,hold_more_data,False,,229,229,229,229,1,1,foodseg103,foodseg103,celery stick,segmentation_or_mask,,detection_below_accept_threshold
cucumber_pickled,hold_more_data,False,,456,504,228,252,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cucumber-pickled,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
other_ingredients,hold_more_data,False,,227,227,227,227,1,1,foodseg103,foodseg103,other ingredients,segmentation_or_mask,,detection_below_accept_threshold
croissant,hold_more_data,False,,452,474,226,237,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,croissant,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
dairy_ice_cream,hold_more_data,False,,450,468,225,234,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,dairy-ice-cream,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
pasta_penne,hold_more_data,False,,450,456,225,228,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pasta-penne,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
walnut,hold_more_data,False,,381,383,222,223,3,2,food_recognition_2022|food_recognition_2022_dataset|foodseg103,food_recognition_2022_dataset|foodseg103,walnut,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
pineapple,hold_more_data,False,,308,310,219,220,3,2,food_recognition_2022|food_recognition_2022_dataset|foodseg103,food_recognition_2022_dataset|foodseg103,pineapple,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
feta,hold_more_data,False,,432,444,216,222,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,feta,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
salad_rocket,hold_more_data,False,,430,438,215,219,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,salad-rocket,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
green_beans,hold_more_data,False,,215,215,215,215,1,1,foodseg103,foodseg103,green beans,segmentation_or_mask,,detection_below_accept_threshold
ham_cooked,hold_more_data,False,,426,428,213,214,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,ham-cooked,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
cherry,hold_more_data,False,,212,212,212,212,1,1,foodseg103,foodseg103,cherry,segmentation_or_mask,,detection_below_accept_threshold
tea_green,hold_more_data,False,,422,582,211,291,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,tea-green,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
blueberry,hold_more_data,False,,210,210,210,210,1,1,foodseg103,foodseg103,blueberry,segmentation_or_mask,,detection_below_accept_threshold
mandarine,hold_more_data,False,,416,450,208,225,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,mandarine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
bread_grain,hold_more_data,False,,412,424,206,212,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bread-grain,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
grapes,hold_more_data,False,,410,418,205,209,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,grapes,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
chocolate,hold_more_data,False,,339,353,203,210,3,2,food_recognition_2022|food_recognition_2022_dataset|foodseg103,food_recognition_2022_dataset|foodseg103,chocolate,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
bread_sourdough,hold_more_data,False,,400,408,200,204,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bread-sourdough,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
cake_chocolate,hold_more_data,False,,400,416,200,208,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cake-chocolate,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
cappuccino,hold_more_data,False,,398,468,199,234,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,cappuccino,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
balsamic_salad_dressing,hold_more_data,False,,396,406,198,203,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,balsamic-salad-dressing,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
biscuits,hold_more_data,False,,396,408,198,204,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,biscuits,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
bread_french_white_flour,hold_more_data,False,,396,424,198,212,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bread-french-white-flour,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
dried_meat,hold_more_data,False,,396,406,198,203,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,dried-meat,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
raspberries,hold_more_data,False,,396,408,198,204,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,raspberries,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
quinoa,hold_more_data,False,,394,402,197,201,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,quinoa,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
french_salad_dressing,hold_more_data,False,,392,398,196,199,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,french-salad-dressing,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
chickpeas,hold_more_data,False,,390,402,195,201,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,chickpeas,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
fennel,hold_more_data,False,,390,398,195,199,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,fennel,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
beetroot_steamed_without_addition_of_salt,hold_more_data,False,,388,388,194,194,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,beetroot-steamed-without-addition-of-salt,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
tea_black,hold_more_data,False,,378,458,189,229,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,tea-black,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
peach,hold_more_data,False,,277,295,184,193,3,2,food_recognition_2022|food_recognition_2022_dataset|foodseg103,food_recognition_2022_dataset|foodseg103,peach,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
green_olives,hold_more_data,False,,362,364,181,182,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,green-olives,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
green_asparagus,hold_more_data,False,,356,362,178,181,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,green-asparagus,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
semi_hard_cheese,hold_more_data,False,,352,358,176,179,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,semi-hard-cheese,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
pasta_twist,hold_more_data,False,,348,354,174,177,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,pasta-twist,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
risotto_without_cheese_cooked,hold_more_data,False,,344,356,172,178,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,risotto-without-cheese-cooked,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
mushrooms,hold_more_data,False,,342,352,171,176,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,mushrooms,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
sugar_melon,hold_more_data,False,,342,356,171,178,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,sugar-melon,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
salad_lambs_ear,hold_more_data,False,,340,348,170,174,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,salad-lambs-ear,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
bacon_frying,hold_more_data,False,,336,338,168,169,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,bacon-frying,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
crepe_plain,hold_more_data,False,,326,366,163,183,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,crepe-plain,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
egg_scrambled_prepared,hold_more_data,False,,324,324,162,162,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,egg-scrambled-prepared,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
mango,hold_more_data,False,,265,267,160,161,3,2,food_recognition_2022|food_recognition_2022_dataset|foodseg103,food_recognition_2022_dataset|foodseg103,mango,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
hamburger_bread_meat_ketchup,hold_more_data,False,,316,326,158,163,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,hamburger-bread-meat-ketchup,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
grape,hold_more_data,False,,158,158,158,158,1,1,foodseg103,foodseg103,grape,segmentation_or_mask,,detection_below_accept_threshold
birchermuesli_prepared_no_sugar_added,hold_more_data,False,,308,324,154,162,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,birchermuesli-prepared-no-sugar-added,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
mashed_potatoes_prepared_with_full_fat_milk_with_butter,hold_more_data,False,,308,310,154,155,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,mashed-potatoes-prepared-with-full-fat-milk-with-butter,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
ratatouille,hold_more_data,False,,304,308,152,154,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,ratatouille,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
salad_dressing,hold_more_data,False,,302,302,151,151,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,salad-dressing,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,detection_below_accept_threshold
protein,hold_generic_label,False,,5214,10096,5214,10096,1,1,nutrition_dataset_yolo,nutrition_dataset_yolo,protein,yolo_detection,,generic_or_bucket_label
karbohidrat,hold_generic_label,False,,5177,8982,5177,8982,1,1,nutrition_dataset_yolo,nutrition_dataset_yolo,karbohidrat,yolo_detection,,generic_or_bucket_label
sayur,hold_generic_label,False,,5062,16574,5062,16574,1,1,nutrition_dataset_yolo,nutrition_dataset_yolo,sayur,yolo_detection,,generic_or_bucket_label
buah,hold_generic_label,False,,2309,6081,2309,6081,1,1,nutrition_dataset_yolo,nutrition_dataset_yolo,buah,yolo_detection,,generic_or_bucket_label
minuman,hold_generic_label,False,,1900,2533,1900,2533,1,1,nutrition_dataset_yolo,nutrition_dataset_yolo,minuman,yolo_detection,,generic_or_bucket_label
water,hold_manual_mapping,False,,6004,10720,3002,5360,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,water,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
butter,hold_manual_mapping,False,,3284,3424,1642,1712,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,butter,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
coffee_with_caffeine,hold_manual_mapping,False,,2866,4036,1433,2018,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,coffee-with-caffeine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
sauce,hold_manual_mapping,False,,1145,1145,1145,1145,1,1,foodseg103,foodseg103,sauce,segmentation_or_mask,,better_as_nutrition_mapping_than_detector_class
jam,hold_manual_mapping,False,,1636,1748,818,874,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,jam,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
wine_red,hold_manual_mapping,False,,1472,1752,736,876,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,wine-red,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
espresso_with_caffeine,hold_manual_mapping,False,,1122,1418,561,709,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,espresso-with-caffeine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
hard_cheese,hold_manual_mapping,False,,1118,1150,559,575,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,hard-cheese,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
tea,hold_manual_mapping,False,,1076,1248,553,639,3,2,food_recognition_2022|food_recognition_2022_dataset|foodseg103,food_recognition_2022_dataset|foodseg103,tea,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
mixed_salad_chopped_without_sauce,hold_manual_mapping,False,,1020,1034,510,517,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,mixed-salad-chopped-without-sauce,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
white_coffee_with_caffeine,hold_manual_mapping,False,,974,1100,487,550,2,1,food_recognition_2022|food_recognition_2022_dataset,food_recognition_2022_dataset,white-coffee-with-caffeine,annotation_category_review,source_decision:HOLD_LICENSE_OR_DUPLICATE,better_as_nutrition_mapping_than_detector_class
